source_col_00,source_col_01
1.001100352112676,387.5
0.500550176056338,85.72000000000001
0.250275088028169,19.496666666666666
0.1251375440140845,4.604
0.06256877200704225,1.3013333333333332
0.03128438600352113,0.5536666666666668
0.015642193001760563,0.37266666666666665
0.007821096500880281,0.335
0.0039105482504401415,0.326
0.00195527412522007,0.32633333333333336
0.000977637062610035,0.327
0.0004888185313050179,0.327
0.0002444092656525094,0.328
0.0001222046328262547,0.328
6.110231641312691e-05,0.312
3.0551158206563457e-05,0.3116666666666667
1.5275579103282162e-05,0.311
